ensembl_gene_id external_gene_name
ENSG00000223658 C1GALT1C1L
ENSG00000223669 AL357033.2
ENSG00000223804 AC244669.1
ENSG00000223808 AC044784.1
ENSG00000224260 AL023754.1
ENSG00000224271 AL117329.1
ENSG00000224411 HSP90AA2P
ENSG00000224429 LINC00539
ENSG00000224431 AC063976.2
ENSG00000224459 SLC25A34-AS1
ENSG00000224536 AC096677.1
ENSG00000224614 TNK2-AS1
ENSG00000224660 SH3BP5-AS1
ENSG00000224750 AL391704.1
ENSG00000224786 CETN4P
ENSG00000224791 KRT18P39
ENSG00000224892 RPS4XP16
ENSG00000225096 AL445250.1
ENSG00000225362 CT62
ENSG00000225526 MKRN2OS
ENSG00000225828 FAM229A
ENSG00000225872 LINC01529
ENSG00000225886 AL445490.1
ENSG00000226029 LINC01772
ENSG00000226051 ZNF503-AS1
ENSG00000226180 AC010536.1
ENSG00000226380 AC016831.1
ENSG00000226445 BX322234.1
ENSG00000226453 LINC02542
ENSG00000226530 AL158055.1
ENSG00000227183 HDGFP1
ENSG00000227467 LINC01537
ENSG00000227482 AL157702.2
ENSG00000227496 AC099066.2
ENSG00000227507 LTB
ENSG00000227896 AL731569.1
ENSG00000228288 PCAT6
ENSG00000228305 AC016734.1
ENSG00000228486 C2orf92
ENSG00000228492 RAB11FIP1P1
ENSG00000228623 ZNF883
ENSG00000228812 LAMA5-AS1
ENSG00000228889 UBAC2-AS1
ENSG00000228997 AL136452.1
ENSG00000229152 ANKRD10-IT1
ENSG00000229167 AC114488.1
ENSG00000229474 PATL2
ENSG00000229635 AL137159.2
ENSG00000229953 AL590666.2
ENSG00000229964 AC080129.1
ENSG00000230002 ALMS1-IT1
ENSG00000230074 AL162231.2
ENSG00000230088 KRT16P5
ENSG00000230280 HNRNPA1P59
ENSG00000230513 THAP7-AS1
ENSG00000230537 AL158071.3
ENSG00000230701 FBXW4P1
ENSG00000230882 AC005077.4
ENSG00000230978 LINC00160
ENSG00000231233 CFAP58-DT
ENSG00000231290 APCDD1L-DT
ENSG00000231638 LUARIS
ENSG00000231652 AL590428.1
ENSG00000231690 LINC00574
ENSG00000231826 LINC01819
ENSG00000232325 AC093627.1
ENSG00000232517 AC112198.2
ENSG00000232739 AL607028.1
ENSG00000232855 AF165147.1
ENSG00000232973 CYP1B1-AS1
ENSG00000233225 AC004987.2
ENSG00000233270 SNRPEP4
ENSG00000233514 AL356653.1
ENSG00000233560 KRT8P39
ENSG00000233723 LINC01122
ENSG00000233854 POU6F2-AS2
ENSG00000233930 KRTAP5-AS1
ENSG00000233967 AL359715.1
ENSG00000234176 HSPA8P1
ENSG00000234290 AC116366.2
ENSG00000234378 AC098828.2
ENSG00000234537 AL354751.1
ENSG00000234737 KRT18P15
ENSG00000234869 AL021392.1
ENSG00000234883 MIR155HG
ENSG00000234899 SOX9-AS1
ENSG00000234996 AC098934.2
ENSG00000235138 AL445931.1
ENSG00000235257 ITGA9-AS1
ENSG00000235363 SNRPGP10
ENSG00000235448 LURAP1L-AS1
ENSG00000235513 L3MBTL2-AS1
ENSG00000235568 NFAM1
ENSG00000235703 LINC00894
ENSG00000236060 HSPB1P1
ENSG00000236098 AC097059.1
ENSG00000236384 LINC00479
ENSG00000236675 MTX1P1
ENSG00000236700 LINC01010
ENSG00000236778 INTS6-AS1
ENSG00000237181 AC147651.4
ENSG00000237505 PKN2-AS1
ENSG00000237609 AF064858.2
ENSG00000237813 AC002066.1
ENSG00000237984 PTENP1
ENSG00000239467 AC007405.4
ENSG00000240053 LY6G5B
ENSG00000240563 L1TD1
ENSG00000240764 PCDHGC5
ENSG00000240990 HOXA11-AS
ENSG00000241014 AC114490.1
ENSG00000241218 AC063944.2
ENSG00000241478 HSPA8P9
ENSG00000241634 AC069499.2
ENSG00000241635 UGT1A1
ENSG00000241794 SPRR2A
ENSG00000241945 PWP2
ENSG00000241990 PRR34-AS1
ENSG00000242419 PCDHGC4
ENSG00000242444 AC007207.1
ENSG00000242516 LINC00960
ENSG00000242759 LINC00882
ENSG00000242866 STRC
ENSG00000243056 EIF4EBP3
ENSG00000243479 MNX1-AS1
ENSG00000243491 AC082651.3
ENSG00000243649 CFB
ENSG00000243978 RTL9
ENSG00000244122 UGT1A7
ENSG00000244128 LINC01322
ENSG00000244268 AC117394.2
ENSG00000244486 SCARF2
ENSG00000244617 ASPRV1
ENSG00000245080 MIR3150BHG
ENSG00000245149 RNF139-AS1
ENSG00000245281 AC124242.1
ENSG00000245522 LINC02709
ENSG00000245648 AC022075.1
ENSG00000246203 AL353807.3
ENSG00000246223 LINC01550
ENSG00000246451 AL049840.2
ENSG00000246876 LINC02466
ENSG00000247595 SPTY2D1OS
ENSG00000248206 AC074194.1
ENSG00000248485 PCP4L1
ENSG00000248712 CCDC153
ENSG00000249007 AL691482.4
ENSG00000249437 NAIP
ENSG00000249464 LINC01091
ENSG00000249816 LINC00964
ENSG00000250081 AC025176.1
ENSG00000250208 FZD10-AS1
ENSG00000250328 AC022101.1
ENSG00000250337 PURPL
ENSG00000250539 KRT8P33
ENSG00000250722 SELENOP
ENSG00000250748 AC025419.1
ENSG00000250794 ALG1L12P
ENSG00000251059 AC139722.1
ENSG00000251169 LINC01843
ENSG00000251247 ZNF345
ENSG00000251361 AC012625.1
ENSG00000251417 AC145285.2
ENSG00000251676 SNHG27
ENSG00000253159 PCDHGA12
ENSG00000253537 PCDHGA7
ENSG00000253549 CA3-AS1
ENSG00000253746 AC091182.2
ENSG00000253771 TPTE2P1
ENSG00000253784 AC090735.1
ENSG00000253873 PCDHGA11
ENSG00000253931 AC105118.1
ENSG00000254064 AC105206.2
ENSG00000254300 LINC01111
ENSG00000254471 AP001284.1
ENSG00000254860 TMEM9B-AS1
ENSG00000255120 OVOL1-AS1
ENSG00000255325 AC108136.1
ENSG00000255364 SMILR
ENSG00000256061 DNAAF4
ENSG00000256083 AC090673.1
ENSG00000256139 AC007637.1
ENSG00000256540 AC007406.3
ENSG00000256542 AC148477.2
ENSG00000257135 ODC1-DT
ENSG00000257176 AC009318.1
ENSG00000257354 AC048341.1
ENSG00000258667 HIF1A-AS3
ENSG00000258768 AL356019.2
ENSG00000258791 LINC00520
ENSG00000258828 KRT8P2
ENSG00000258955 LINC00519
ENSG00000259129 LINC00648
ENSG00000259363 AC090825.1
ENSG00000259527 LINC00052
ENSG00000259577 CERNA1
ENSG00000259754 AC092078.2
ENSG00000259972 AC009120.2
ENSG00000260035 AC051619.7
ENSG00000260328 AC104024.2
ENSG00000260528 FAM157C
ENSG00000260630 SNAI3-AS1
ENSG00000260948 AL390195.3
ENSG00000261039 LINC02544
ENSG00000261104 AC093904.4
ENSG00000261136 AC023908.3
ENSG00000261189 AL031058.1
ENSG00000261338 AC021016.2
ENSG00000261371 PECAM1
ENSG00000261469 AC020978.4
ENSG00000261505 AL031714.1
ENSG00000261559 FSCN1P1
ENSG00000261762 AC027228.2
ENSG00000261786 AC006058.1
ENSG00000262188 LINC01978
ENSG00000262823 AC127521.1
ENSG00000263513 FAM72C
ENSG00000264177 AL353997.2
ENSG00000264964 AP001033.3
ENSG00000265641 MIR3929
ENSG00000267259 ERVE-1
ENSG00000267395 DM1-AS
ENSG00000267454 ZNF582-AS1
ENSG00000267523 AC008735.2
ENSG00000267570 STK25P1
ENSG00000267681 AC135721.1
ENSG00000267710 EDDM13
ENSG00000268061 NAPA-AS1
ENSG00000268104 SLC6A14
ENSG00000268204 AC008763.1
ENSG00000268460 AC006262.1
ENSG00000268970 AC022150.2
ENSG00000269855 RNF225
ENSG00000269906 AL606834.1
ENSG00000270049 AC009061.2
ENSG00000270115 AL513327.3
ENSG00000270157 AC004918.5
ENSG00000270977 AC015849.5
ENSG00000272173 U47924.2
ENSG00000272345 AL031775.1
ENSG00000272372 AC009102.2
ENSG00000272523 LINC01023
ENSG00000272667 AC012306.2
ENSG00000272668 AL590560.3
ENSG00000272768 AC004854.2
ENSG00000272902 TBC1D8-AS1
ENSG00000273148 LINC00653
ENSG00000273314 AC005229.4
ENSG00000273329 AC078846.1
ENSG00000273432 AC004951.4
ENSG00000273445 AC133644.2
ENSG00000273472 AC096733.3
ENSG00000273492 AP000229.1
ENSG00000273599 AL731571.1
ENSG00000273669 AC015819.1
ENSG00000273723 AL139089.1
ENSG00000273888 FRMD6-AS1
ENSG00000274020 LINC01138
ENSG00000274253 AC138649.1
ENSG00000274414 AL121772.1
ENSG00000274561 AC005332.3
ENSG00000274565 AC080038.2
ENSG00000274602 PI4KAP1
ENSG00000274879 AC009804.1
ENSG00000276107 AC037198.1
ENSG00000277117 FP565260.3
ENSG00000277342 AC048344.4
ENSG00000277496 AL357033.4
ENSG00000278626 AC023310.4
ENSG00000278662 GOLGA6L10
ENSG00000278910 BANCR
ENSG00000278920 AC005005.4
ENSG00000278954 AC130686.1
ENSG00000278997 AL662907.1
ENSG00000279198 AC008894.3
ENSG00000279233 AC122688.3
ENSG00000279670 AL359922.3
ENSG00000279692 AC110285.6
ENSG00000279696 AP001273.1
ENSG00000279713 AC080038.4
ENSG00000279716 AC006128.1
ENSG00000279766 AC067931.1
ENSG00000280033 AC116407.4
ENSG00000280054 AC004241.5
ENSG00000280179 CU639417.5
ENSG00000280213 UCKL1-AS1
ENSG00000280254 AC233723.2
ENSG00000281005 LINC00921
ENSG00000281026 N4BP2L2-IT2
ENSG00000281091 AL117327.1
ENSG00000281327 LINC01338
ENSG00000281501 SEPSECS-AS1
ENSG00000283000 LINC02635
ENSG00000283787 PRR33
ENSG00000284485 MIR205
ENSG00000284708 AL031731.1
ENSG00000284770 TBCE
ENSG00000284977 AL160272.1
ENSG00000285077 ARHGAP11B
ENSG00000285589 AC010422.8
ENSG00000285601 AC084262.2
ENSG00000285665 AL031274.1
ENSG00000285796 AL162458.1
ENSG00000285873 AL445253.1
ENSG00000285875 AL035446.2
ENSG00000286342 AC073210.3
ENSG00000286488 AC103858.3
ENSG00000287064 AL606500.1
ENSG00000287217 AL355538.2
ENSG00000287252 AL009179.2
ENSG00000287406 AC098656.1
ENSG00000287562 AL109615.4
ENSG00000287737 AC132872.5
ENSG00000288572 AL049777.1
